chrom	start	stop	id	chr#	wind#	nbBreak_EBR-V4	p_val_sim_100K	CEGA_cov	DGV_cov	FungtammasanCFS_cov	aPhasedRep_cov	directRep_cov	g4Rep_cov	invertedRep_cov	mirrorRep_cov	sTandemRep_cov	ZDNA_cov	G4_cov	refExon_cov	refGene_cov	RNA_G4_cov	selfChain_cov	SynBlc_cov	cpg_cov	LINE_cov	lowComplx_cov	LTR_cov	satellite_cov	simpleRep_cov	SINE_cov	SD_cov	%GC	cpg_count	aPhasedRep_count	DGV_count	directRep_count	g4Rep_count	G4_count	LINE_count	lowComplx_count	LTR_count	mirrorRep_count	refExon_count	refGene_count	satellite_count	SD_count	selfChain_count	simpleRep_count	SINE_count	sTandemRep_count	ZDNA_count	invertedRep_count
chr19	20700000	20800000	19wind208	19	208	0	0.99969	0	100000	0	322	1538	78	4500	2709	1869	171	189	0	0	0	100000	0	0	6285	0	13106	0	0	841	1187	0.4063	0	13	92	55	8	8	11	0	9	54	4	2	0	2	277	0	4	128	16	257
chr19	20800000	20900000	19wind209	19	209	0	0.99981	0	100000	0	372	1270	47	4567	2246	1553	102	74	0	2020	0	100000	0	0	17732	0	2258	0	0	0	2859	0.38749	0	15	61	46	3	3	11	0	8	53	5	2	0	1	693	0	1	105	10	230
chr19	20900000	21000000	19wind210	19	210	0	0.99983	0	100000	0	321	1234	21	4516	2278	1597	117	45	0	41598	0	100000	0	0	9319	0	10285	0	0	1165	26287	0.3965	0	13	36	49	2	2	10	0	8	51	0	3	0	4	348	0	3	105	9	239
chr19	21000000	21100000	19wind211	19	211	0	0.99979	0	100000	0	235	1772	54	4671	8175	658	78	102	0	26973	0	100000	0	0	15008	0	11178	0	1076	0	7139	0.42383	0	10	58	43	4	4	5	0	3	89	0	9	0	2	176	2	1	49	6	197
chr19	21100000	21200000	19wind212	19	212	0	0.99979	0	100000	0	452	1135	61	4512	3072	1893	244	63	3503	29811	0	100000	0	0	6730	0	15825	0	0	606	0	0.40695	0	18	35	49	2	2	7	0	10	63	5	2	0	0	660	0	1	124	11	239
chr19	21200000	21300000	19wind213	19	213	0	0.99979	0	100000	0	398	2041	0	4056	3718	2071	65	73	4817	74810	0	100000	0	269	5124	0	1225	0	0	0	11557	0.39238	1	15	27	98	3	3	13	0	7	70	11	3	0	1	1054	0	1	133	6	245
chr19	21300000	21400000	19wind214	19	214	0	0.99974	0	100000	0	265	1180	71	4212	2127	1388	135	96	11738	52414	0	100000	0	0	2869	0	3098	0	0	868	16595	0.40095	0	11	31	45	3	3	11	0	8	49	6	5	0	2	1428	0	6	93	7	218
chr19	21400000	21500000	19wind215	19	215	0	0.99979	0	100000	0	357	1521	32	4609	3178	2189	119	58	0	392	0	100000	0	0	46273	0	14872	0	0	2671	0	0.39409	0	14	24	56	2	2	15	0	6	56	3	3	0	2	602	0	5	126	7	213
chr19	21500000	21600000	19wind216	19	216	0	0.99973	0	100000	0	456	1589	157	3872	3024	2086	121	187	13414	50255	0	100000	0	0	1659	0	855	0	0	971	9270	0.40192	0	18	27	65	6	6	9	0	10	73	11	5	0	8	570	0	2	130	9	198
chr19	21600000	21700000	19wind217	19	217	0	0.99979	0	100000	0	201	1280	108	3462	3056	2007	187	140	8470	41383	0	100000	0	1730	3322	0	4751	0	0	559	0	0.4354	4	8	23	39	5	5	8	0	10	62	13	3	2	0	426	0	2	117	10	202
chr19	21700000	21800000	19wind218	19	218	0	0.9998	0	100000	0	343	1412	44	3936	2768	1984	101	279	2218	21079	0	100000	0	597	4301	0	17497	0	0	1609	0	0.42966	1	13	68	56	10	10	7	0	12	61	5	3	0	0	360	0	4	129	10	212
chr19	21800000	21900000	19wind219	19	219	0	0.99986	0	100000	0	486	1021	83	4643	1922	1595	75	177	3494	9570	0	100000	0	224	3203	0	34742	0	0	0	0	0.40972	1	19	31	38	7	7	9	0	9	45	2	3	0	3	100	0	1	107	6	219
chr19	21900000	22000000	19wind220	19	220	0	0.99975	0	100000	0	295	1420	157	5269	2782	1848	127	379	2693	3400	0	100000	0	733	24398	0	3837	0	0	0	2570	0.39972	2	12	41	41	12	12	10	0	6	63	7	5	0	5	1286	0	0	124	9	225
chr19	22000000	22100000	19wind221	19	221	0	0.99973	0	100000	0	211	1932	85	4908	2976	1709	29	288	0	517	0	100000	0	782	2750	0	9306	6458	0	947	20959	0.43777	2	8	28	71	12	12	2	0	7	51	3	2	7	1	60	0	2	110	3	238
chr19	22100000	22200000	19wind222	19	222	0	0.99978	0	100000	0	590	914	43	4554	2344	1139	61	123	0	713	0	100000	0	487	20660	0	14238	0	0	0	82814	0.39115	2	22	24	30	5	5	9	0	5	44	4	2	1	6	592	0	1	86	6	234
chr19	22200000	22300000	19wind223	19	223	0	0.99971	0	100000	0	304	1180	112	5984	2405	1640	85	339	3518	38639	0	100000	0	0	1499	0	6821	18119	111	0	0	0.40942	0	12	36	45	15	15	7	0	7	47	4	2	5	0	402	1	2	109	6	251
chr19	22300000	22400000	19wind224	19	224	0	0.99976	0	100000	0	435	957	21	4534	1878	1220	97	96	0	2843	0	100000	0	233	19974	0	24272	0	0	0	61964	0.37911	1	16	47	32	4	4	8	0	4	36	3	5	1	5	696	0	1	87	7	238
chr19	22400000	22500000	19wind225	19	225	0	0.99985	0	100000	0	509	1766	157	4791	3323	2042	140	285	3831	30726	0	100000	0	594	15918	0	6725	8938	0	0	8413	0.40561	2	21	49	65	10	10	11	0	7	57	4	1	5	6	598	0	2	128	8	228
chr19	22500000	22600000	19wind226	19	226	0	0.99979	0	100000	0	272	1340	29	4662	2723	1577	251	97	0	0	0	100000	0	0	20281	0	0	6397	0	356	3861	0.41173	0	11	41	50	4	4	9	0	2	51	3	2	5	4	726	0	2	102	17	219
chr19	22900000	23000000	19wind230	19	230	0	0.99974	0	100000	0	326	1489	21	5089	2607	1890	108	134	0	568	0	100000	0	642	10646	0	9884	5634	0	608	0	0.42091	1	13	41	58	5	5	7	0	9	51	7	3	7	4	647	0	1	126	7	202
chr19	23000000	23100000	19wind231	19	231	0	0.99971	0	100000	0	365	2059	95	5147	3456	2247	99	172	0	26470	0	100000	0	998	2651	0	12297	0	0	0	21162	0.4081	2	14	35	82	6	6	8	0	9	64	0	2	3	2	301	0	3	144	8	232
chr19	23100000	23200000	19wind232	19	232	0	0.99972	0	100000	0	340	649	344	4702	2117	992	106	388	0	0	0	100000	0	488	13560	0	15820	2421	0	0	80185	0.39612	1	13	58	23	19	19	9	0	5	41	5	2	4	26	303	0	1	72	8	240
chr19	23200000	23300000	19wind233	19	233	0	0.99967	0	100000	0	199	1359	92	4339	2813	1784	74	181	1643	51219	0	100000	0	1656	1379	0	10665	15310	0	903	0	0.44932	4	8	33	53	8	8	6	0	8	57	4	1	9	0	15	0	9	122	7	211
chr19	23300000	23400000	19wind234	19	234	0	0.99976	0	100000	0	290	1246	93	4765	3095	1563	160	173	1609	29769	0	100000	0	587	8218	0	23788	0	0	565	0	0.40394	2	12	40	51	8	8	9	0	9	65	5	3	0	1	403	0	3	103	11	240
chr19	23400000	23500000	19wind235	19	235	0	0.99981	0	100000	0	293	1324	83	4852	3241	1975	123	129	0	2165	0	100000	0	294	8435	0	5834	3430	0	1252	11248	0.42413	1	11	40	51	5	5	7	0	8	70	10	5	3	4	426	0	4	124	11	205
chr19	23500000	23600000	19wind236	19	236	0	0.99974	0	100000	0	291	1658	58	3884	3971	1850	95	148	0	1316	0	100000	0	0	22697	884	7645	5385	0	1870	9344	0.40903	0	11	21	59	6	6	7	1	6	56	4	3	3	6	731	0	3	137	10	213
chr19	23600000	23700000	19wind237	19	237	0	0.99979	0	100000	0	324	2207	33	3536	7841	2575	247	99	0	901	0	100000	0	553	17922	3870	3038	0	0	610	27115	0.40896	1	13	42	85	2	2	7	3	3	73	0	2	1	4	213	0	1	185	16	185
chr19	23700000	23800000	19wind238	19	238	0	0.99985	0	100000	0	329	981	98	4177	2403	1520	82	212	1047	2267	0	100000	0	0	7721	0	21815	19123	0	0	0	0.42742	0	13	23	38	8	8	6	0	13	51	3	3	10	0	48	0	0	99	8	220
chr19	23800000	23900000	19wind239	19	239	0	0.99975	0	100000	0	216	1906	80	5296	2717	2029	145	132	0	0	0	100000	0	0	17608	0	13248	0	0	0	0	0.40136	0	9	66	59	5	5	10	0	6	61	4	1	0	0	374	0	1	122	7	247
chr19	23900000	24000000	19wind240	19	240	0	0.99978	0	100000	0	209	1284	39	4785	3002	1913	193	90	328	54184	0	100000	0	713	11459	0	2153	0	0	0	0	0.40799	2	8	52	51	4	4	10	0	5	63	7	4	4	2	574	0	4	122	13	220
chr19	24000000	24100000	19wind241	19	241	0	0.99983	0	100000	0	277	2073	72	3434	5657	1628	121	98	1180	13441	0	100000	0	0	0	4225	15562	0	0	0	6261	0.41513	0	11	46	79	4	4	6	1	9	49	2	3	4	28	191	0	0	122	8	187
chr19	24100000	24200000	19wind242	19	242	0	0.99976	0	100000	0	356	1594	54	4585	2784	1486	84	224	503	7974	0	100000	0	302	0	386	1957	6907	0	0	5243	0.41477	1	14	28	63	9	9	5	1	4	47	6	3	4	2	268	0	0	99	8	215
chr19	24200000	24300000	19wind243	19	243	0	0.99982	0	100000	0	309	1192	130	4494	2282	1948	104	236	384	30024	0	100000	0	0	1725	0	9938	0	0	363	0	0.42856	0	12	33	43	10	10	4	0	12	56	3	2	9	1	47	0	4	119	7	221
chr19	24300000	24400000	19wind244	19	244	0	0.99969	0	100000	0	394	1288	40	4512	4150	1272	216	98	3598	12654	0	71379	0	0	8290	774	6846	5504	0	370	3895	0.39484	0	16	48	46	4	4	9	1	3	41	2	2	5	2	406	0	1	99	14	228
chr19	24400000	24500000	19wind245	19	245	0	0.99977	0	100000	0	400	222	41	5473	880	272	72	111	0	0	0	0	0	0	5733	0	11279	24085	0	0	0	0.3751	0	16	64	8	5	5	4	0	3	14	0	0	4	0	0	0	0	20	6	294
chr19	24500000	24600000	19wind246	19	246	0	0.99981	0	100000	0	970	147	31	4392	403	175	18	76	0	0	0	0	0	0	0	0	1516	45110	0	0	0	0.36856	0	38	74	6	3	3	0	0	1	7	0	0	2	0	6	0	0	17	2	274
chr19	27700000	27800000	19wind278	19	278	0	0.99977	0	68218	0	490	55	42	2421	775	157	38	110	0	0	0	0	0	0	0	0	0	26779	0	0	0	0.2511	0	20	94	2	5	5	1	0	0	11	0	0	3	0	0	0	0	13	4	136
chr19	27800000	27900000	19wind279	19	279	0	0.99976	0	100000	0	1028	122	0	3596	1492	183	49	0	0	0	0	0	0	0	0	0	0	24892	0	0	0	0.3642	0	41	104	4	0	0	1	0	0	20	0	0	5	0	0	0	0	17	5	205
chr19	27900000	28000000	19wind280	19	280	0	0.99981	0	100000	0	413	88	42	3861	1604	201	39	66	0	0	0	0	0	0	6228	0	0	50047	0	0	0	0.36465	0	17	98	3	3	3	4	0	0	19	0	0	3	0	0	0	0	15	4	227
chr19	28000000	28100000	19wind281	19	281	0	0.99981	0	100000	0	414	132	71	4228	646	287	49	95	0	0	0	0	0	0	0	0	3596	72556	0	0	0	0.36683	0	17	30	6	4	4	2	0	1	13	0	0	6	0	0	0	0	24	2	263
chr19	28100000	28200000	19wind282	19	282	0	0.99981	0	100000	0	412	598	0	4409	1511	357	10	22	0	0	0	0	0	0	0	0	0	43696	0	0	0	0.40692	0	17	36	17	1	1	0	0	2	25	0	0	8	0	0	0	0	23	1	253
chr19	28200000	28300000	19wind283	19	283	0	0.99981	0	100000	0	393	626	85	4404	2326	881	53	131	2118	15629	0	14298	0	861	10347	0	5597	22656	0	0	2371	0.42888	2	15	44	23	5	5	6	0	3	42	11	4	6	1	5	0	3	64	4	229
chr19	28300000	28400000	19wind284	19	284	0	0.99979	0	100000	0	344	729	367	3573	1749	970	129	521	67	91764	0	26750	0	0	1576	0	11017	0	0	0	0	0.43381	0	14	36	22	19	19	8	0	6	31	1	2	0	0	15	0	1	72	10	193
chr20	44900000	45000000	20wind450	20	450	0	0.99999	8567	100000	0	166	1372	697	4310	1638	1144	361	1374	0	0	0	0	100000	2031	9126	0	0	0	0	5704	0	0.51608	3	7	13	54	51	51	14	0	0	32	16	2	0	0	1	0	4	82	24	203
chr21	11100000	11200000	21wind112	21	112	0	0.99968	0	88129	0	279	3375	41	4316	7136	2438	144	147	0	0	0	100000	0	414	4315	0	2832	0	3468	1519	86900	0.38335	1	11	133	115	6	6	9	0	9	64	0	2	1	15	208	4	4	165	8	204
chr21	14300000	14400000	21wind144	21	144	0	0.99976	0	61801	0	338	496	0	3184	2012	571	74	0	0	0	0	100000	0	0	1007	0	0	0	0	385	30537	0.23505	0	14	60	23	0	0	1	0	2	32	0	0	1	7	15	0	2	40	6	156
chr21	14400000	14500000	21wind145	21	145	0	0.99978	0	100000	0	649	1206	48	5586	3299	977	66	102	3407	80085	0	100000	0	1089	21821	0	9652	0	0	0	100000	0.37182	1	25	59	36	4	4	13	0	3	48	12	3	0	13	45	0	1	69	5	258
chr22	16300000	16400000	22wind164	22	164	0	0.99911	0	100000	0	424	1152	126	3881	2461	1572	142	305	0	10786	0	100000	0	360	16317	355	0	0	0	940	100000	0.41184	1	17	89	42	11	11	11	1	3	44	0	2	0	22	61	0	2	108	12	186
chr22	16800000	16900000	22wind169	22	169	0	0.99918	0	100000	0	1016	7067	188	1675	821	970	20	465	0	4195	0	100000	1391	811	8924	0	4214	0	298	0	44134	0.20991	1	43	69	283	15	15	5	0	2	16	0	1	2	47	71	1	0	93	2	97
chrX	58000000	58100000	23wind581	X	581	0	0.99968	0	42640	0	338	1785	0	5177	4435	959	99	210	0	1726	0	100000	0	0	36575	0	9133	0	1475	0	4640	0.38116	0	14	9	60	9	9	18	0	6	56	0	1	3	3	28	1	0	65	7	236
chrX	58100000	58200000	23wind582	X	582	0	0.99965	0	78576	0	443	455	54	3074	1046	400	18	108	0	0	0	100000	0	0	3044	0	0	17891	0	0	0	0.42379	0	19	6	15	4	4	2	0	0	19	0	0	9	0	0	0	0	27	2	162
chrX	58200000	58300000	23wind583	X	583	0	0.99957	0	100000	0	279	228	31	2718	1150	212	64	126	0	0	0	100000	0	0	0	0	0	31833	0	0	0	0.47661	0	12	6	8	5	5	0	0	0	17	0	0	10	0	0	0	0	18	7	167
chrX	58300000	58400000	23wind584	X	584	0	0.99964	0	100000	0	366	112	90	4715	718	212	74	94	0	0	0	100000	0	0	0	0	0	51824	0	0	0	0.41195	0	15	9	4	4	4	0	0	0	13	0	0	6	0	1	0	0	19	8	240
chrX	58400000	58500000	23wind585	X	585	0	0.9997	0	100000	0	557	231	42	5560	1307	204	29	44	0	0	0	100000	0	0	0	0	0	23533	0	0	0	0.36862	0	23	7	9	2	2	1	0	0	19	0	0	5	0	1	0	0	14	3	294
chrX	58500000	58600000	23wind586	X	586	0	0.99965	0	82000	0	538	0	0	4970	2101	21	0	22	0	0	0	100000	0	0	0	0	0	34959	0	0	0	0.31147	0	22	25	0	1	1	0	0	0	21	0	0	2	0	0	0	0	2	0	230
chrX	61700000	61800000	23wind618	X	618	0	0.99967	0	100000	0	872	23	21	7309	1350	87	29	44	0	0	0	100000	0	0	0	0	0	8587	0	0	0	0.38365	0	35	59	1	2	2	0	0	0	18	0	0	1	0	1	0	0	8	3	304
chrX	61800000	61900000	23wind619	X	619	0	0.99953	0	100000	0	703	124	21	4830	1208	86	18	66	0	0	0	100000	0	0	0	0	0	40057	0	0	0	0.3667	0	29	38	3	3	3	2	0	0	14	0	0	3	0	0	0	0	5	2	258
chrX	61900000	62000000	23wind620	X	620	0	0.9997	0	100000	0	466	363	20	2618	1941	498	43	21	0	1387	0	100000	0	0	0	0	2506	19287	0	0	1201	0.37669	0	19	19	16	1	1	0	0	3	30	0	1	2	2	3	0	0	39	4	126
chrX	62000000	62100000	23wind621	X	621	0	0.99965	0	100000	0	398	537	42	3988	1933	868	98	96	0	0	0	100000	0	0	12023	0	7671	0	0	0	0	0.37369	0	16	6	22	4	4	7	0	3	27	0	0	1	0	3	0	0	61	7	207
chrX	62100000	62200000	23wind622	X	622	0	0.99976	0	84503	0	500	2595	49	5581	5271	1119	129	91	0	0	0	100000	0	0	29399	0	23780	0	1926	0	0	0.36053	0	20	5	77	4	4	12	0	8	48	0	1	0	0	0	3	0	81	9	248
chrX	62200000	62300000	23wind623	X	623	0	0.99959	0	98262	0	390	915	98	3715	2572	1142	180	102	0	0	0	100000	0	0	13081	0	7295	0	0	0	0	0.37437	0	15	5	32	4	4	18	0	11	49	0	0	0	0	2	0	1	75	10	192
chrX	62300000	62400000	23wind624	X	624	0	0.99963	0	100000	0	334	1691	111	4748	2477	1407	214	190	0	1581	0	100000	0	0	59592	0	15079	0	0	319	0	0.38737	0	14	6	47	8	8	16	0	9	46	0	1	0	1	1	0	1	93	14	223
chrX	62400000	62500000	23wind625	X	625	0	0.99956	0	100000	0	555	1732	255	4664	2391	1293	169	407	0	0	0	100000	0	0	8731	0	17070	0	0	0	0	0.39621	0	22	16	53	19	19	13	0	10	40	0	0	0	1	7	0	0	85	13	247
chrY	2600000	2700000	24wind27	Y	27	0	0.63604	0	0	0	350	2095	239	3194	4681	2452	373	133	946	32856	0	100000	0	297	6722	400	2759	0	273	863	49520	0.42567	1	14	0	79	21	6	7	1	10	70	6	5	0	3	1	1	2	158	25	160
chrY	2700000	2800000	24wind28	Y	28	0	0.63549	0	0	0	411	944	78	3510	2668	1602	91	174	890	25374	0	100000	0	0	10499	0	9774	0	0	0	0	0.40439	0	17	0	37	7	7	9	0	9	56	7	3	0	0	6	0	2	112	7	206
chrY	8200000	8300000	24wind83	Y	83	0	0.63859	0	100000	0	409	558	41	4211	2506	816	67	43	0	3055	0	100000	0	0	4694	0	5060	24443	0	0	3533	0.39229	0	16	0	18	2	2	7	0	2	33	0	8	29	3	29	0	2	53	7	192
chrY	8300000	8400000	24wind84	Y	84	0	0.63639	0	100000	0	401	1029	72	3798	1673	1220	223	194	0	0	0	100000	0	0	2592	0	752	10813	0	1101	2229	0.41181	0	16	0	36	7	7	3	0	2	26	0	0	21	1	86	0	2	65	14	188
chrY	8400000	8500000	24wind85	Y	85	0	0.63816	0	100000	0	339	1460	39	2982	2293	1914	671	70	0	0	0	100000	0	0	0	0	9500	8981	0	0	0	0.45604	0	13	2	63	3	3	1	0	2	42	0	0	7	0	23	0	0	128	50	152
chrY	8500000	8600000	24wind86	Y	86	0	0.63637	0	100000	0	371	1526	30	2853	3127	1848	758	31	267	811	0	100000	0	0	0	0	12704	7443	0	0	0	0.45314	0	14	1	67	1	1	0	0	2	60	4	2	11	0	23	0	0	115	57	144
chrY	8600000	8700000	24wind87	Y	87	0	0.63781	0	100000	0	266	1027	17	3979	2531	1423	494	56	0	0	0	100000	0	0	2759	0	10820	0	0	0	1720	0.41732	0	11	1	40	2	2	6	0	4	45	5	1	3	1	193	0	1	95	36	190
chrY	8700000	8800000	24wind88	Y	88	0	0.63724	0	100000	0	367	1532	130	5746	3556	1625	372	218	0	12126	0	100000	0	0	3092	0	8233	0	787	360	48471	0.38647	0	15	0	47	8	8	6	0	5	60	0	1	0	6	164	3	5	104	23	252
chrY	8800000	8900000	24wind89	Y	89	0	0.63714	0	100000	0	400	1309	81	3647	2269	1525	320	132	0	0	0	100000	0	0	3322	0	13251	4545	0	360	35072	0.4182	0	16	2	56	5	5	2	0	3	46	0	0	8	4	322	0	2	102	27	200
chrY	8900000	9000000	24wind90	Y	90	0	0.63864	0	100000	0	206	844	21	2366	1597	750	193	22	0	6078	0	100000	0	0	0	0	17452	365	0	202	0	0.19329	0	8	0	32	1	1	0	0	8	22	0	1	1	2	38	0	2	51	13	117
chrY	9000000	9100000	24wind91	Y	91	0	0.6381	0	100000	0	401	1580	106	5211	2851	1264	182	183	0	321	0	100000	0	0	11165	0	26204	1240	1263	323	0	0.38316	0	16	0	64	6	6	6	0	9	49	0	3	1	3	76	3	2	84	15	250
chrY	9100000	9200000	24wind92	Y	92	0	0.6375	0	100000	0	386	1154	247	4101	2388	1071	539	593	2247	10615	0	100000	0	2329	2484	0	0	0	0	171	80014	0.44809	4	16	5	38	21	21	7	0	2	43	23	6	3	18	436	0	2	75	39	209
chrY	9200000	9300000	24wind93	Y	93	0	0.6395	0	100000	0	182	720	155	1809	1821	759	415	455	1155	5591	0	100000	0	2483	1446	0	0	0	0	348	50000	0.22627	4	8	9	22	16	16	6	0	0	29	14	4	0	11	218	0	2	42	26	106
chrY	9300000	9400000	24wind94	Y	94	0	0.63606	0	100000	0	345	1623	351	3625	3973	1330	804	941	2326	19323	0	100000	0	4964	2378	0	0	0	0	670	92666	0.46181	12	15	7	57	34	34	11	0	0	63	38	10	0	12	404	0	5	78	55	217
chrY	9400000	9500000	24wind95	Y	95	0	0.63788	0	100000	0	336	1210	103	4876	2636	1239	334	278	0	0	0	100000	0	270	18790	0	727	0	0	0	25515	0.38138	1	14	2	44	12	12	13	0	2	55	3	2	0	9	209	0	2	77	14	239
chrY	9500000	9600000	24wind96	Y	96	0	0.63518	0	100000	0	412	1308	82	3750	2657	1777	639	126	2153	24789	0	100000	0	0	506	0	730	17172	0	0	4357	0.44263	0	17	0	53	5	5	3	0	3	47	21	5	10	5	185	0	0	124	46	195
chrY	9600000	9700000	24wind97	Y	97	0	0.63449	0	100000	0	374	1768	76	4314	3431	1402	570	129	422	12092	0	100000	0	0	2008	0	6614	13725	717	0	13631	0.41842	0	15	3	54	5	5	5	0	3	50	8	3	7	11	178	1	0	99	38	208
chrY	9700000	9800000	24wind98	Y	98	0	0.62986	0	100000	0	292	1097	213	4119	2439	1311	321	438	509	10193	0	100000	0	727	15514	0	814	0	0	634	19342	0.3979	2	12	7	47	16	16	8	0	1	53	3	4	0	19	341	0	2	78	17	229
chrY	9800000	9900000	24wind99	Y	99	0	0.62631	0	100000	0	353	1150	150	4355	3160	1433	276	214	0	3371	0	100000	0	0	3474	0	10512	0	0	0	24350	0.38982	0	14	3	47	8	8	5	0	8	53	0	2	0	7	302	0	1	95	18	238
chrY	9900000	10000000	24wind100	Y	100	0	0.61684	0	100000	0	607	709	306	3410	2190	873	184	474	0	261	0	100000	0	637	22045	0	10142	0	0	0	71526	0.40972	2	24	91	28	17	17	9	0	5	38	0	2	1	26	50	0	0	69	16	192
chrY	10000000	10100000	24wind101	Y	101	0	0.59038	0	100000	0	814	1486	286	3144	4154	1712	280	707	0	1847	0	100000	0	2195	0	1451	0	8138	0	0	38437	0.41412	2	33	76	71	26	26	2	3	0	42	0	2	3	7	16	0	2	122	22	171
chrY	17900000	18000000	24wind180	Y	180	0	0.63567	0	0	0	320	2027	14	5416	3732	1825	138	37	0	0	0	100000	0	0	10250	0	3357	0	0	223	0	0.38153	0	13	0	90	2	2	8	0	6	59	0	0	0	1	2	0	1	119	8	256
chrY	18000000	18100000	24wind181	Y	181	0	0.63758	0	456	0	496	2173	120	5016	3679	1789	172	171	0	0	0	100000	0	0	7057	0	1398	0	0	0	0	0.37377	0	20	2	83	7	7	10	0	6	57	0	0	0	1	4	0	3	115	10	236
chrY	18100000	18200000	24wind182	Y	182	0	0.63944	0	3800	0	461	1896	82	3708	3490	1466	92	139	0	0	0	100000	0	0	28310	756	15168	0	233	0	0	0.38307	0	17	1	71	6	6	11	2	8	48	0	0	0	0	1	1	1	83	6	203
chrY	18200000	18300000	24wind183	Y	183	0	0.6359	0	366	0	232	1315	101	4909	3094	1556	231	161	0	0	0	100000	0	0	3556	0	10785	0	266	255	0	0.38032	0	9	1	56	6	6	7	0	15	56	0	0	0	1	1	1	1	105	17	253
chrY	18300000	18400000	24wind184	Y	184	0	0.63619	0	0	0	380	2139	63	5526	4314	2343	351	87	0	0	0	100000	0	0	8072	0	17241	0	1260	0	0	0.38523	0	15	0	88	3	3	5	0	16	69	0	0	0	1	2	5	2	138	21	270
chrY	18400000	18500000	24wind185	Y	185	0	0.63773	0	82521	0	368	1718	51	5197	3844	2214	371	139	0	0	0	100000	0	0	7290	285	8759	0	433	881	0	0.3799	0	14	1	74	5	5	6	1	9	65	0	0	0	1	3	2	2	134	21	259
chrY	18500000	18600000	24wind186	Y	186	0	0.63802	0	84456	0	366	1474	21	5258	3223	1434	293	44	0	0	0	100000	0	0	7084	0	11495	0	266	875	0	0.37164	0	15	1	55	2	2	10	0	11	56	0	0	0	1	3	1	2	91	17	271
chrY	18600000	18700000	24wind187	Y	187	0	0.63779	0	0	0	421	1656	66	5441	3907	1721	438	103	0	0	0	100000	0	0	2853	0	4238	0	646	270	0	0.35706	0	17	0	60	4	4	6	0	11	67	0	0	0	0	0	1	2	112	26	275
chrY	18700000	18800000	24wind188	Y	188	0	0.64004	0	0	0	608	1407	30	5802	3093	1742	140	181	0	0	0	100000	0	0	9342	0	4468	0	1556	802	0	0.37674	0	25	0	55	7	7	11	0	8	58	0	0	0	1	1	3	2	114	12	285
chrY	18800000	18900000	24wind189	Y	189	0	0.63859	0	59881	0	524	2496	95	5734	5026	2101	133	192	0	0	0	100000	0	0	10540	0	6314	0	2089	0	0	0.3648	0	21	1	100	8	8	8	0	6	62	0	0	0	0	3	4	1	113	9	264
chrY	18900000	19000000	24wind190	Y	190	0	0.63832	0	78689	0	548	2426	119	5329	5203	2352	325	170	0	0	0	100000	0	0	5717	0	17941	0	269	601	0	0.37723	0	21	1	96	7	7	10	0	9	77	0	0	0	0	3	1	3	140	22	258
chrY	19000000	19100000	24wind191	Y	191	0	0.63769	0	100000	0	427	1580	71	5321	3160	1485	217	216	0	0	0	100000	0	0	8046	0	7960	0	416	569	0	0.38419	0	17	2	69	8	8	9	0	7	54	0	0	0	0	2	1	2	99	15	246
chrY	19100000	19200000	24wind192	Y	192	0	0.63783	0	100000	0	407	1985	152	4137	3173	1698	218	277	0	0	0	100000	0	0	8182	0	1603	0	734	367	0	0.39938	0	16	4	67	10	10	10	0	5	54	0	0	0	0	4	1	1	112	17	221
chrY	19200000	19300000	24wind193	Y	193	0	0.6375	0	100000	0	595	1771	40	5755	3933	1782	190	41	0	3574	0	100000	0	0	3734	281	6745	0	2152	0	0	0.38337	0	23	2	67	1	1	7	1	14	55	0	1	0	0	4	6	0	114	15	265
chrY	19300000	19400000	24wind194	Y	194	0	0.63767	0	100000	0	556	2846	93	7518	5340	2053	139	242	0	5703	0	100000	0	0	2598	0	5721	0	1043	0	0	0.36729	0	22	3	112	10	10	11	0	8	60	0	1	0	0	1	2	2	108	12	338
chrY	19400000	19500000	24wind195	Y	195	0	0.63832	0	100000	0	324	2813	390	3818	5217	2330	204	471	0	0	0	100000	0	0	1860	379	6452	0	0	701	0	0.38615	0	13	2	111	20	20	5	1	7	66	0	0	0	0	7	0	6	138	12	214
chrY	19500000	19600000	24wind196	Y	196	0	0.63727	0	100000	0	463	2133	124	4937	3974	1666	111	182	0	0	0	100000	0	0	11873	0	20197	0	2843	0	0	0.38142	0	18	3	84	7	7	13	0	7	65	0	0	0	1	15	4	1	101	10	226
chrY	19600000	19700000	24wind197	Y	197	0	0.63808	0	100000	0	355	1312	234	4609	3639	1550	217	364	2033	15784	0	100000	0	1284	20951	0	3412	0	0	1162	72287	0.42773	4	15	2	53	14	14	13	0	10	62	13	3	1	7	24	0	3	97	12	235
chrY	19700000	19800000	24wind198	Y	198	0	0.63895	0	100000	0	222	1613	72	3249	2598	1670	115	237	0	1709	0	100000	0	0	6387	357	9364	0	565	521	0	0.41256	0	9	2	64	8	8	8	1	5	49	0	3	2	3	12	1	3	97	10	151
chrY	19800000	19900000	24wind199	Y	199	0	0.63569	0	54820	0	510	1269	79	4324	3844	1385	97	104	0	4583	0	100000	0	0	6490	0	54	0	626	319	1826	0.3736	0	20	1	49	4	4	10	0	2	60	1	5	1	2	88	2	2	88	6	203
